Temp,A,B,C,D,E,F,G,H,R,I,S,J,T,U,V,W,K,L
31.67,1402.6084,465.42288,855.00055,385.34076,501.22153,584.58844,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,335.7561,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,585.28522,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,335.7561,102.58875,69.72971,124.23917,328.22446
32.0,1402.6084,465.42288,853.09631,385.34076,501.22153,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,354.23807,102.58875,69.72971,125.13946,328.22446
31.33,1402.6084,465.42288,855.00055,385.34076,501.22153,585.28522,294.18625,348.58633,212.56355,68.85892,116.19944,74.15083,1129.27295,346.02386,102.58875,69.72971,125.13946,327.04379
31.67,1402.6084,465.42288,854.04846,385.34076,501.22153,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,335.7561,102.58875,69.72971,124.23917,327.04379
32.0,1402.6084,465.42288,853.09631,385.34076,501.22153,584.58844,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1129.27295,347.05063,102.58875,69.72971,124.23917,327.04379
32.0,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,344.99707,102.58875,69.72971,124.23917,327.04379
32.33,1402.6084,465.42288,853.09631,385.34076,500.49088,585.28522,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,346.02386,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1129.27295,334.72931,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,501.22153,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,344.99707,102.58875,69.72971,124.23917,327.04379
32.0,1402.6084,465.42288,853.09631,385.34076,500.49088,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,346.02386,102.58875,69.72971,124.23917,328.22446
32.0,1402.6084,465.42288,853.09631,385.34076,501.22153,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,347.05063,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,501.22153,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,344.99707,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,346.02386,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,585.28522,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,335.7561,102.58875,69.72971,125.13946,327.04379
31.33,1402.6084,465.42288,853.09631,385.34076,501.22153,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1129.27295,335.7561,102.58875,69.72971,124.23917,327.04379
31.33,1402.6084,465.42288,853.09631,386.25821,500.49088,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1129.27295,344.99707,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,585.28522,294.18625,348.11011,212.14676,69.24146,116.19944,74.15083,1129.27295,346.02386,102.58875,69.72971,124.23917,327.04379
31.33,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1129.27295,346.02386,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,501.22153,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,346.02386,102.58875,69.72971,124.23917,327.04379
32.0,1402.6084,465.42288,853.09631,385.34076,501.22153,585.28522,294.18625,348.11011,212.14676,69.24146,116.19944,74.15083,1129.27295,344.99707,102.58875,69.72971,124.23917,327.04379
31.33,1402.6084,465.42288,853.09631,385.34076,501.22153,585.28522,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,344.99707,102.58875,69.72971,124.23917,327.04379
31.33,1402.6084,465.42288,853.09631,385.34076,501.22153,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1129.27295,347.05063,102.58875,69.72971,124.23917,328.22446
32.0,1402.6084,465.42288,853.09631,385.34076,501.22153,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1129.27295,335.7561,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,585.28522,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1129.27295,335.7561,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,585.28522,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,335.7561,102.58875,69.72971,124.23917,327.04379
32.0,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1129.27295,346.02386,102.58875,69.72971,124.23917,327.04379
32.0,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.14676,68.85892,116.19944,74.15083,1129.27295,346.02386,102.58875,69.72971,124.23917,328.22446
31.33,1402.6084,465.42288,854.04846,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,344.99707,102.58875,69.72971,125.13946,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,501.22153,584.58844,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1129.27295,346.02386,102.58875,69.72971,124.23917,327.04379
32.33,1402.6084,465.42288,853.09631,385.34076,500.49088,583.89166,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,335.7561,102.58875,69.72971,124.23917,327.04379
32.0,1402.6084,465.42288,854.04846,385.34076,500.49088,583.89166,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,346.02386,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,335.7561,102.58875,69.72971,124.23917,327.04379
31.33,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1129.27295,344.99707,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.14676,68.85892,116.19944,74.15083,1127.04565,334.72931,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1128.1593,344.99707,102.58875,69.72971,124.23917,327.04379
31.67,1402.6084,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,68.85892,116.19944,74.15083,1129.27295,344.99707,102.58875,69.72971,124.23917,327.04379
31.33,1402.6084,465.42288,853.09631,385.34076,501.22153,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,344.99707,102.58875,69.72971,124.23917,327.04379
32.33,1403.43005,465.42288,853.09631,385.34076,500.49088,584.58844,294.18625,348.11011,212.56355,69.24146,116.19944,74.15083,1128.1593,335.7561,102.58875,69.72971,124.23917,327.04379
