Temp,A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
31.67,1322.9054,1124.14636,2518.3479,1155.10474,1729.43347,2044.31763,1046.89722,1216.71863,699.7926,246.74445,162.80348,116.93015,3857.79248,1217.75757,365.4194,226.62158,238.57523,433.3035
31.67,1322.9054,1124.14636,2518.3479,1156.9397,1728.70288,2044.31763,1046.89722,1216.71863,699.7926,247.127,162.1821,116.93015,3853.33765,1252.66797,365.4194,226.62158,238.57523,434.48416
32.0,1321.26208,1123.20801,2516.4436,1154.18726,1725.78027,2042.22729,1044.86841,1214.33765,698.54218,246.36189,162.1821,116.93015,3851.11035,1246.50732,364.57156,226.62158,238.57523,433.3035
32.0,1321.26208,1124.14636,2517.39575,1154.18726,1727.24158,2042.92407,1045.37561,1214.33765,698.54218,246.74445,162.1821,116.93015,3849.99683,1249.58765,365.4194,226.62158,238.57523,433.3035
31.67,1321.26208,1124.14636,2517.39575,1155.10474,1725.78027,2042.92407,1044.86841,1214.33765,698.54218,246.36189,162.1821,116.93015,3851.11035,1251.64124,365.4194,226.62158,238.57523,433.3035
31.67,1327.83545,1126.96143,2526.91699,1158.77466,1732.35608,2049.19507,1048.41882,1219.09973,701.04297,247.50954,162.80348,116.93015,3868.9292,1250.61438,366.26724,227.45169,239.47551,434.48416
31.67,1327.83545,1126.96143,2526.91699,1158.77466,1733.81738,2049.89185,1048.41882,1219.09973,701.04297,247.50954,162.80348,116.93015,3868.9292,1250.61438,366.26724,227.45169,239.47551,435.66483
32.0,1327.83545,1126.96143,2526.91699,1158.77466,1733.81738,2049.89185,1048.41882,1219.09973,701.04297,247.50954,162.80348,116.93015,3868.9292,1250.61438,366.26724,227.45169,239.47551,435.66483
32.0,1327.83545,1126.02307,2525.96484,1159.69214,1732.35608,2047.80151,1047.91162,1218.14734,701.04297,247.127,162.80348,116.93015,3866.7019,1250.61438,366.26724,227.45169,239.47551,434.48416
31.67,1327.83545,1126.02307,2525.96484,1159.69214,1733.08667,2048.49829,1047.91162,1218.14734,701.04297,247.127,162.80348,116.93015,3865.58838,1218.7843,366.26724,227.45169,239.47551,434.48416
